ID,Title,URL,Is Premium,Acceptance %,Difficulty,Frequency %,Topics
552,Student Attendance Record II,/problems/student-attendance-record-ii,N,41.2%,Hard,61.03%,Dynamic Programming
562,Longest Line of Consecutive One in Matrix,/problems/longest-line-of-consecutive-one-in-matrix,Y,50.0%,Medium,54.85%,No Topics Found
630,Course Schedule III,/problems/course-schedule-iii,N,40.2%,Hard,17.83%,"Array, Greedy, Sorting, Heap (Priority Queue)"
833,Find And Replace in String,/problems/find-and-replace-in-string,N,54.1%,Medium,61.07%,"Array, Hash Table, String, Sorting"
975,Odd Even Jump,/problems/odd-even-jump,N,38.8%,Hard,50.46%,"Array, Dynamic Programming, Stack, Monotonic Stack, Ordered Set"
1014,Best Sightseeing Pair,/problems/best-sightseeing-pair,N,59.5%,Medium,9.09%,"Array, Dynamic Programming"
1088,Confusing Number II,/problems/confusing-number-ii,Y,46.5%,Hard,32.28%,No Topics Found
1136,Parallel Courses,/problems/parallel-courses,Y,62.0%,Medium,38.06%,No Topics Found
1138,Alphabet Board Path,/problems/alphabet-board-path,N,52.3%,Medium,22.44%,"Hash Table, String"
1313,Decompress Run-Length Encoded List,/problems/decompress-run-length-encoded-list,N,85.9%,Easy,5.29%,Array
1302,Deepest Leaves Sum,/problems/deepest-leaves-sum,N,86.9%,Medium,14.99%,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
1632,Rank Transform of a Matrix,/problems/rank-transform-of-a-matrix,N,41.0%,Hard,55.32%,"Array, Union Find, Graph, Topological Sort, Sorting, Matrix"
1171,Remove Zero Sum Consecutive Nodes from Linked List,/problems/remove-zero-sum-consecutive-nodes-from-linked-list,N,43.0%,Medium,25.17%,"Hash Table, Linked List"
1218,Longest Arithmetic Subsequence of Given Difference,/problems/longest-arithmetic-subsequence-of-given-difference,N,51.8%,Medium,27.69%,"Array, Hash Table, Dynamic Programming"
1263,Minimum Moves to Move a Box to Their Target Location,/problems/minimum-moves-to-move-a-box-to-their-target-location,N,49.0%,Hard,37.70%,"Array, Breadth-First Search, Heap (Priority Queue), Matrix"
2215,Find the Difference of Two Arrays,/problems/find-the-difference-of-two-arrays,N,69.3%,Easy,14.36%,"Array, Hash Table"
1376,Time Needed to Inform All Employees,/problems/time-needed-to-inform-all-employees,N,58.4%,Medium,33.87%,"Tree, Depth-First Search, Breadth-First Search"
1473,Paint House III,/problems/paint-house-iii,N,61.9%,Hard,32.11%,"Array, Dynamic Programming"
1509,Minimum Difference Between Largest and Smallest Value in Three Moves,/problems/minimum-difference-between-largest-and-smallest-value-in-three-moves,N,54.6%,Medium,16.04%,"Array, Greedy, Sorting"
1499,Max Value of Equation,/problems/max-value-of-equation,N,46.4%,Hard,46.24%,"Array, Queue, Sliding Window, Heap (Priority Queue), Monotonic Queue"
1554,Strings Differ by One Character,/problems/strings-differ-by-one-character,Y,43.2%,Medium,33.87%,No Topics Found
1606,Find Servers That Handled Most Number of Requests,/problems/find-servers-that-handled-most-number-of-requests,N,42.9%,Hard,50.46%,"Array, Greedy, Heap (Priority Queue), Ordered Set"
1592,Rearrange Spaces Between Words,/problems/rearrange-spaces-between-words,N,43.7%,Easy,16.75%,String
1608,Special Array With X Elements Greater Than or Equal X,/problems/special-array-with-x-elements-greater-than-or-equal-x,N,60.1%,Easy,8.04%,"Array, Binary Search, Sorting"
1610,Maximum Number of Visible Points,/problems/maximum-number-of-visible-points,N,37.4%,Hard,77.10%,"Array, Math, Geometry, Sliding Window, Sorting"
1631,Path With Minimum Effort,/problems/path-with-minimum-effort,N,55.4%,Medium,13.31%,"Array, Binary Search, Depth-First Search, Breadth-First Search, Union Find, Heap (Priority Queue), Matrix"
1669,Merge In Between Linked Lists,/problems/merge-in-between-linked-lists,N,74.5%,Medium,8.28%,Linked List
1697,Checking Existence of Edge Length Limited Paths,/problems/checking-existence-of-edge-length-limited-paths,N,50.5%,Hard,42.86%,"Array, Two Pointers, Union Find, Graph, Sorting"
1825,Finding MK Average,/problems/finding-mk-average,N,35.3%,Hard,42.20%,"Design, Queue, Heap (Priority Queue), Data Stream, Ordered Set"
1838,Frequency of the Most Frequent Element,/problems/frequency-of-the-most-frequent-element,N,38.6%,Medium,9.74%,"Array, Binary Search, Greedy, Sliding Window, Sorting, Prefix Sum"
1820,Maximum Number of Accepted Invitations,/problems/maximum-number-of-accepted-invitations,Y,49.8%,Medium,30.86%,No Topics Found
1851,Minimum Interval to Include Each Query,/problems/minimum-interval-to-include-each-query,N,47.8%,Hard,29.71%,"Array, Binary Search, Line Sweep, Sorting, Heap (Priority Queue)"
1889,Minimum Space Wasted From Packaging,/problems/minimum-space-wasted-from-packaging,N,30.7%,Hard,35.66%,"Array, Binary Search, Sorting, Prefix Sum"
1885,Count Pairs in Two Arrays,/problems/count-pairs-in-two-arrays,Y,59.3%,Medium,32.28%,No Topics Found
1937,Maximum Number of Points with Cost,/problems/maximum-number-of-points-with-cost,N,36.2%,Medium,56.44%,"Array, Dynamic Programming, Matrix"
1986,Minimum Number of Work Sessions to Finish the Tasks,/problems/minimum-number-of-work-sessions-to-finish-the-tasks,N,33.1%,Medium,23.12%,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
1971,Find if Path Exists in Graph,/problems/find-if-path-exists-in-graph,N,50.4%,Easy,3.27%,"Depth-First Search, Breadth-First Search, Union Find, Graph"
2013,Detect Squares,/problems/detect-squares,N,50.1%,Medium,77.48%,"Array, Hash Table, Design, Counting"
2018,Check if Word Can Be Placed In Crossword,/problems/check-if-word-can-be-placed-in-crossword,N,49.3%,Medium,63.39%,"Array, Matrix, Enumeration"
2101,Detonate the Maximum Bombs,/problems/detonate-the-maximum-bombs,N,41.2%,Medium,64.61%,"Array, Math, Depth-First Search, Breadth-First Search, Graph, Geometry"
2092,Find All People With Secret,/problems/find-all-people-with-secret,N,34.2%,Hard,23.12%,"Depth-First Search, Breadth-First Search, Union Find, Graph, Sorting"
2135,Count Words Obtained After Adding a Letter,/problems/count-words-obtained-after-adding-a-letter,N,42.8%,Medium,47.64%,"Array, Hash Table, String, Bit Manipulation, Sorting"
2161,Partition Array According to Given Pivot,/problems/partition-array-according-to-given-pivot,N,84.4%,Medium,15.59%,"Array, Two Pointers, Simulation"
2162,Minimum Cost to Set Cooking Time,/problems/minimum-cost-to-set-cooking-time,N,39.5%,Medium,57.95%,"Math, Enumeration"
2128,Remove All Ones With Row and Column Flips,/problems/remove-all-ones-with-row-and-column-flips,Y,76.4%,Medium,38.71%,No Topics Found
2178,Maximum Split of Positive Even Integers,/problems/maximum-split-of-positive-even-integers,N,59.1%,Medium,38.26%,"Math, Backtracking, Greedy"
2171,Removing Minimum Number of Magic Beans,/problems/removing-minimum-number-of-magic-beans,N,42.0%,Medium,21.80%,"Array, Greedy, Sorting, Enumeration, Prefix Sum"
2172,Maximum AND Sum of Array,/problems/maximum-and-sum-of-array,N,47.3%,Hard,68.91%,"Array, Dynamic Programming, Bit Manipulation, Bitmask"
2185,Counting Words With a Given Prefix,/problems/counting-words-with-a-given-prefix,N,77.0%,Easy,23.58%,"Array, String, String Matching"
2187,Minimum Time to Complete Trips,/problems/minimum-time-to-complete-trips,N,32.0%,Medium,14.33%,"Array, Binary Search"
2188,Minimum Time to Finish the Race,/problems/minimum-time-to-finish-the-race,N,41.9%,Hard,52.72%,"Array, Dynamic Programming"
2158,Amount of New Area Painted Each Day,/problems/amount-of-new-area-painted-each-day,Y,55.0%,Hard,97.12%,No Topics Found
2184,Number of Ways to Build Sturdy Brick Wall,/problems/number-of-ways-to-build-sturdy-brick-wall,Y,51.6%,Medium,47.20%,No Topics Found
2250,Count Number of Rectangles Containing Each Point,/problems/count-number-of-rectangles-containing-each-point,N,34.1%,Medium,20.64%,"Array, Binary Search, Binary Indexed Tree, Sorting"
2258,Escape the Spreading Fire,/problems/escape-the-spreading-fire,N,34.6%,Hard,30.86%,"Array, Binary Search, Breadth-First Search, Matrix"
2271,Maximum White Tiles Covered by a Carpet,/problems/maximum-white-tiles-covered-by-a-carpet,N,32.7%,Medium,42.12%,"Array, Binary Search, Greedy, Sorting, Prefix Sum"
2337,Move Pieces to Obtain a String,/problems/move-pieces-to-obtain-a-string,N,48.1%,Medium,32.11%,"Two Pointers, String"
2331,Evaluate Boolean Binary Tree,/problems/evaluate-boolean-binary-tree,N,79.2%,Easy,6.85%,"Tree, Depth-First Search, Binary Tree"
2277,Closest Node to Path in Tree,/problems/closest-node-to-path-in-tree,Y,63.9%,Hard,46.24%,No Topics Found
2364,Count Number of Bad Pairs,/problems/count-number-of-bad-pairs,N,40.7%,Medium,31.47%,"Array, Hash Table, Math, Counting"
2366,Minimum Replacements to Sort the Array,/problems/minimum-replacements-to-sort-the-array,N,39.9%,Hard,38.71%,"Array, Math, Greedy"
2402,Meeting Rooms III,/problems/meeting-rooms-iii,N,33.2%,Hard,61.07%,"Array, Hash Table, Sorting, Heap (Priority Queue), Simulation"
2396,Strictly Palindromic Number,/problems/strictly-palindromic-number,N,87.7%,Medium,5.50%,"Math, Two Pointers, Brainteaser"
2345,Finding the Number of Visible Mountains,/problems/finding-the-number-of-visible-mountains,Y,44.0%,Medium,45.03%,No Topics Found
2416,Sum of Prefix Scores of Strings,/problems/sum-of-prefix-scores-of-strings,N,42.5%,Hard,67.77%,"Array, String, Trie, Counting"
2421,Number of Good Paths,/problems/number-of-good-paths,N,39.7%,Hard,68.67%,"Array, Hash Table, Tree, Union Find, Graph, Sorting"
2426,Number of Pairs Satisfying Inequality,/problems/number-of-pairs-satisfying-inequality,N,42.2%,Hard,35.04%,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set"
2435,Paths in Matrix Whose Sum Is Divisible by K,/problems/paths-in-matrix-whose-sum-is-divisible-by-k,N,41.0%,Hard,17.44%,"Array, Dynamic Programming, Matrix"
482,License Key Formatting,/problems/license-key-formatting,N,43.1%,Easy,5.49%,String
288,Unique Word Abbreviation,/problems/unique-word-abbreviation,N,21.9%,Medium,5.08%,No Topics Found
753,Cracking the Safe,/problems/cracking-the-safe,N,50.5%,Hard,4.70%,"Depth-First Search, Graph, Eulerian Circuit"
774,Minimize Max Distance to Gas Station,/problems/minimize-max-distance-to-gas-station,N,46.9%,Hard,3.71%,No Topics Found
734,Sentence Similarity,/problems/sentence-similarity,N,42.1%,Easy,3.68%,No Topics Found
425,Word Squares,/problems/word-squares,N,47.7%,Hard,3.65%,No Topics Found
471,Encode String with Shortest Length,/problems/encode-string-with-shortest-length,N,47.1%,Hard,3.63%,No Topics Found
1096,Brace Expansion II,/problems/brace-expansion-ii,N,62.2%,Hard,3.50%,"String, Backtracking, Stack, Breadth-First Search"
803,Bricks Falling When Hit,/problems/bricks-falling-when-hit,N,30.8%,Hard,3.43%,"Array, Union Find, Matrix"
1231,Divide Chocolate,/problems/divide-chocolate,N,52.4%,Hard,3.21%,No Topics Found
1168,Optimize Water Distribution in a Village,/problems/optimize-water-distribution-in-a-village,N,60.9%,Hard,3.10%,No Topics Found
1087,Brace Expansion,/problems/brace-expansion,N,62.7%,Medium,3.02%,No Topics Found
259,3Sum Smaller,/problems/3sum-smaller,N,47.6%,Medium,2.96%,No Topics Found
544,Output Contest Matches,/problems/output-contest-matches,N,75.3%,Medium,2.93%,No Topics Found
294,Flip Game II,/problems/flip-game-ii,N,50.0%,Medium,2.88%,No Topics Found
913,Cat and Mouse,/problems/cat-and-mouse,N,31.3%,Hard,2.81%,"Math, Dynamic Programming, Graph, Topological Sort, Memoization, Game Theory"
276,Paint Fence,/problems/paint-fence,N,38.3%,Easy,2.60%,No Topics Found
659,Split Array into Consecutive Subsequences,/problems/split-array-into-consecutive-subsequences,N,43.7%,Medium,2.53%,"Array, Hash Table, Greedy, Heap (Priority Queue)"
375,Guess Number Higher or Lower II,/problems/guess-number-higher-or-lower-ii,N,40.3%,Medium,2.41%,"Math, Dynamic Programming, Game Theory"
850,Rectangle Area II,/problems/rectangle-area-ii,N,47.5%,Hard,2.39%,"Array, Segment Tree, Line Sweep, Ordered Set"
1170,Compare Strings by Frequency of the Smallest Character,/problems/compare-strings-by-frequency-of-the-smallest-character,N,58.7%,Easy,2.38%,"Array, Hash Table, String, Binary Search, Sorting"
835,Image Overlap,/problems/image-overlap,N,58.5%,Medium,2.26%,"Array, Matrix"
444,Sequence Reconstruction,/problems/sequence-reconstruction,N,22.2%,Medium,2.22%,No Topics Found
484,Find Permutation,/problems/find-permutation,N,60.5%,Medium,2.12%,No Topics Found
946,Validate Stack Sequences,/problems/validate-stack-sequences,N,61.9%,Medium,2.02%,"Array, Stack, Simulation"
293,Flip Game,/problems/flip-game,N,60.7%,Easy,2.00%,No Topics Found
497,Random Point in Non-overlapping Rectangles,/problems/random-point-in-non-overlapping-rectangles,N,37.8%,Medium,1.96%,"Array, Math, Binary Search, Reservoir Sampling, Prefix Sum, Ordered Set, Randomized"
817,Linked List Components,/problems/linked-list-components,N,57.3%,Medium,1.95%,"Array, Hash Table, Linked List"
685,Redundant Connection II,/problems/redundant-connection-ii,N,32.4%,Hard,1.87%,"Depth-First Search, Breadth-First Search, Union Find, Graph"
800,Similar RGB Color,/problems/similar-rgb-color,N,61.4%,Easy,1.86%,No Topics Found
1240,Tiling a Rectangle with the Fewest Squares,/problems/tiling-a-rectangle-with-the-fewest-squares,N,50.1%,Hard,1.86%,Backtracking
411,Minimum Unique Word Abbreviation,/problems/minimum-unique-word-abbreviation,N,36.3%,Hard,1.84%,No Topics Found
853,Car Fleet,/problems/car-fleet,N,42.3%,Medium,1.77%,"Array, Stack, Sorting, Monotonic Stack"
591,Tag Validator,/problems/tag-validator,N,34.3%,Hard,1.75%,"String, Stack"
499,The Maze III,/problems/the-maze-iii,N,41.0%,Hard,1.54%,No Topics Found
840,Magic Squares In Grid,/problems/magic-squares-in-grid,N,37.3%,Easy,1.45%,"Array, Hash Table, Math, Matrix"
469,Convex Polygon,/problems/convex-polygon,N,37.0%,Medium,1.36%,No Topics Found
1056,Confusing Number,/problems/confusing-number,N,48.6%,Easy,1.34%,No Topics Found
327,Count of Range Sum,/problems/count-of-range-sum,N,35.2%,Hard,1.32%,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set"
760,Find Anagram Mappings,/problems/find-anagram-mappings,N,81.1%,Easy,1.29%,No Topics Found
660,Remove 9,/problems/remove-9,N,53.3%,Hard,1.11%,No Topics Found
1320,Minimum Distance to Type a Word Using Two Fingers,/problems/minimum-distance-to-type-a-word-using-two-fingers,N,62.3%,Hard,1.07%,"String, Dynamic Programming"
1406,Stone Game III,/problems/stone-game-iii,N,56.1%,Hard,1.07%,"Array, Math, Dynamic Programming, Game Theory"
932,Beautiful Array,/problems/beautiful-array,N,58.3%,Medium,1.02%,"Array, Math, Divide and Conquer"
156,Binary Tree Upside Down,/problems/binary-tree-upside-down,N,55.0%,Medium,1.00%,No Topics Found
254,Factor Combinations,/problems/factor-combinations,N,46.7%,Medium,0.99%,No Topics Found
1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,/problems/maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,N,48.6%,Medium,0.96%,"Array, Binary Search, Matrix, Prefix Sum"
1352,Product of the Last K Numbers,/problems/product-of-the-last-k-numbers,N,43.6%,Medium,0.91%,"Array, Math, Design, Queue, Data Stream"
1121,Divide Array Into Increasing Sequences,/problems/divide-array-into-increasing-sequences,N,56.9%,Hard,0.89%,No Topics Found
1036,Escape a Large Maze,/problems/escape-a-large-maze,N,35.4%,Hard,0.82%,"Array, Hash Table, Depth-First Search, Breadth-First Search"
914,X of a Kind in a Deck of Cards,/problems/x-of-a-kind-in-a-deck-of-cards,N,35.1%,Easy,0.81%,"Array, Hash Table, Math, Counting, Number Theory"
1125,Smallest Sufficient Team,/problems/smallest-sufficient-team,N,46.6%,Hard,0.75%,No Topics Found
1477,Find Two Non-overlapping Sub-arrays Each With Target Sum,/problems/find-two-non-overlapping-sub-arrays-each-with-target-sum,N,30.0%,Medium,0.68%,"Array, Hash Table, Binary Search, Dynamic Programming, Sliding Window"
1368,Minimum Cost to Make at Least One Valid Path in a Grid,/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid,N,54.3%,Hard,0.67%,"Array, Breadth-First Search, Graph, Heap (Priority Queue), Matrix, Shortest Path"
748,Shortest Completing Word,/problems/shortest-completing-word,N,56.7%,Easy,0.67%,"Array, Hash Table, String"
1165,Single-Row Keyboard,/problems/single-row-keyboard,N,84.8%,Easy,0.65%,No Topics Found
1265,Print Immutable Linked List in Reverse,/problems/print-immutable-linked-list-in-reverse,N,94.6%,Medium,0.65%,No Topics Found
830,Positions of Large Groups,/problems/positions-of-large-groups,N,49.6%,Easy,0.64%,String
587,Erect the Fence,/problems/erect-the-fence,N,35.9%,Hard,0.62%,"Array, Math, Geometry"
799,Champagne Tower,/problems/champagne-tower,N,35.8%,Medium,0.59%,Dynamic Programming
1140,Stone Game II,/problems/stone-game-ii,N,63.3%,Medium,0.58%,"Array, Math, Dynamic Programming, Prefix Sum, Game Theory"
464,Can I Win,/problems/can-i-win,N,28.8%,Medium,0.57%,"Math, Dynamic Programming, Bit Manipulation, Memoization, Game Theory, Bitmask"
806,Number of Lines To Write String,/problems/number-of-lines-to-write-string,N,64.9%,Easy,0.56%,"Array, String"
1157,Online Majority Element In Subarray,/problems/online-majority-element-in-subarray,N,39.0%,Hard,0.48%,"Array, Binary Search, Design, Binary Indexed Tree, Segment Tree"
1131,Maximum of Absolute Value Expression,/problems/maximum-of-absolute-value-expression,N,53.0%,Medium,0.47%,"Array, Math"
950,Reveal Cards In Increasing Order,/problems/reveal-cards-in-increasing-order,N,74.6%,Medium,0.42%,No Topics Found
1504,Count Submatrices With All Ones,/problems/count-submatrices-with-all-ones,N,61.7%,Medium,0.41%,
834,Sum of Distances in Tree,/problems/sum-of-distances-in-tree,N,43.7%,Hard,0.38%,
1463,Cherry Pickup II,/problems/cherry-pickup-ii,N,65.7%,Hard,0.37%,
483,Smallest Good Base,/problems/smallest-good-base,N,35.7%,Hard,0.34%,
960,Delete Columns to Make Sorted III,/problems/delete-columns-to-make-sorted-iii,N,53.6%,Hard,0.33%,
758,Bold Words in String,/problems/bold-words-in-string,N,46.0%,Easy,0.28%,
1237,Find Positive Integer Solution for a Given Equation,/problems/find-positive-integer-solution-for-a-given-equation,N,69.7%,Easy,0.27%,
747,Largest Number At Least Twice of Others,/problems/largest-number-at-least-twice-of-others,N,42.0%,Easy,0.24%,
768,Max Chunks To Make Sorted II,/problems/max-chunks-to-make-sorted-ii,N,48.7%,Hard,0.23%,
313,Super Ugly Number,/problems/super-ugly-number,N,45.0%,Medium,0.22%,
952,Largest Component Size by Common Factor,/problems/largest-component-size-by-common-factor,N,30.3%,Hard,0.21%,
1286,Iterator for Combination,/problems/iterator-for-combination,N,68.2%,Medium,0.20%,
1466,Reorder Routes to Make All Paths Lead to the City Zero,/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero,N,63.5%,Medium,0.18%,
331,Verify Preorder Serialization of a Binary Tree,/problems/verify-preorder-serialization-of-a-binary-tree,N,40.4%,Medium,0.17%,
940,Distinct Subsequences II,/problems/distinct-subsequences-ii,N,41.5%,Hard,0.17%,
330,Patching Array,/problems/patching-array,N,34.5%,Hard,0.17%,
1483,Kth Ancestor of a Tree Node,/problems/kth-ancestor-of-a-tree-node,N,27.6%,Hard,0.15%,
668,Kth Smallest Number in Multiplication Table,/problems/kth-smallest-number-in-multiplication-table,N,45.6%,Hard,0.13%,
812,Largest Triangle Area,/problems/largest-triangle-area,N,58.3%,Easy,0.12%,
1447,Simplified Fractions,/problems/simplified-fractions,N,61.0%,Medium,0.11%,
467,Unique Substrings in Wraparound String,/problems/unique-substrings-in-wraparound-string,N,35.6%,Medium,0.11%,
717,1-bit and 2-bit Characters,/problems/1-bit-and-2-bit-characters,N,48.8%,Easy,0.10%,
1300,Sum of Mutated Array Closest to Target,/problems/sum-of-mutated-array-closest-to-target,N,44.2%,Medium,0.07%,
357,Count Numbers with Unique Digits,/problems/count-numbers-with-unique-digits,N,48.4%,Medium,0.05%,
1079,Letter Tile Possibilities,/problems/letter-tile-possibilities,N,75.4%,Medium,0.03%,
917,Reverse Only Letters,/problems/reverse-only-letters,N,58.0%,Easy,0.03%,
1342,Number of Steps to Reduce a Number to Zero,/problems/number-of-steps-to-reduce-a-number-to-zero,N,86.3%,Easy,0.03%,
1089,Duplicate Zeros,/problems/duplicate-zeros,N,52.9%,Easy,0.02%,
1530,Number of Good Leaf Nodes Pairs,/problems/number-of-good-leaf-nodes-pairs,N,53.6%,Medium,0.01%,
644,Maximum Average Subarray II,/problems/maximum-average-subarray-ii,N,32.0%,Hard,0.00%,
481,Magical String,/problems/magical-string,N,47.5%,Medium,0.00%,
514,Freedom Trail,/problems/freedom-trail,N,43.0%,Hard,0.00%,
520,Detect Capital,/problems/detect-capital,N,54.2%,Easy,0.00%,
521,Longest Uncommon Subsequence I ,/problems/longest-uncommon-subsequence-i,N,57.6%,Easy,0.00%,
522,Longest Uncommon Subsequence II,/problems/longest-uncommon-subsequence-ii,N,34.0%,Medium,0.00%,
533,Lonely Pixel II,/problems/lonely-pixel-ii,N,47.9%,Medium,0.00%,
569,Median Employee Salary,/problems/median-employee-salary,N,57.7%,Hard,0.00%,
638,Shopping Offers,/problems/shopping-offers,N,51.5%,Medium,0.00%,
651,4 Keys Keyboard,/problems/4-keys-keyboard,N,52.5%,Medium,0.00%,
656,Coin Path,/problems/coin-path,N,29.0%,Hard,0.00%,
667,Beautiful Arrangement II,/problems/beautiful-arrangement-ii,N,54.3%,Medium,0.00%,
782,Transform to Chessboard,/problems/transform-to-chessboard,N,46.5%,Hard,0.00%,
789,Escape The Ghosts,/problems/escape-the-ghosts,N,57.4%,Medium,0.00%,
808,Soup Servings,/problems/soup-servings,N,39.9%,Medium,0.00%,
816,Ambiguous Coordinates,/problems/ambiguous-coordinates,N,47.2%,Medium,0.00%,
879,Profitable Schemes,/problems/profitable-schemes,N,39.8%,Hard,0.00%,
519,Random Flip Matrix,/problems/random-flip-matrix,N,36.7%,Medium,0.00%,
906,Super Palindromes,/problems/super-palindromes,N,32.7%,Hard,0.00%,
944,Delete Columns to Make Sorted,/problems/delete-columns-to-make-sorted,N,70.3%,Easy,0.00%,
954,Array of Doubled Pairs,/problems/array-of-doubled-pairs,N,35.6%,Medium,0.00%,
955,Delete Columns to Make Sorted II,/problems/delete-columns-to-make-sorted-ii,N,33.2%,Medium,0.00%,
988,Smallest String Starting From Leaf,/problems/smallest-string-starting-from-leaf,N,46.1%,Medium,0.00%,
1012,Numbers With Repeated Digits,/problems/numbers-with-repeated-digits,N,37.5%,Hard,0.00%,
1015,Smallest Integer Divisible by K,/problems/smallest-integer-divisible-by-k,N,32.1%,Medium,0.00%,
1037,Valid Boomerang,/problems/valid-boomerang,N,37.9%,Easy,0.00%,
1182,Shortest Distance to Target Color,/problems/shortest-distance-to-target-color,N,52.8%,Medium,0.00%,
1199,Minimum Time to Build Blocks,/problems/minimum-time-to-build-blocks,N,37.4%,Hard,0.00%,
1078,Occurrences After Bigram,/problems/occurrences-after-bigram,N,64.7%,Easy,0.00%,
1090,Largest Values From Labels,/problems/largest-values-from-labels,N,58.9%,Medium,0.00%,
1272,Remove Interval,/problems/remove-interval,N,58.6%,Medium,0.00%,
1289,Minimum Falling Path Sum II,/problems/minimum-falling-path-sum-ii,N,60.9%,Hard,0.00%,
1314,Matrix Block Sum,/problems/matrix-block-sum,N,73.7%,Medium,0.00%,
1316,Distinct Echo Substrings,/problems/distinct-echo-substrings,N,46.4%,Hard,0.00%,
1144,Decrease Elements To Make Array Zigzag,/problems/decrease-elements-to-make-array-zigzag,N,45.4%,Medium,0.00%,
1147,Longest Chunked Palindrome Decomposition,/problems/longest-chunked-palindrome-decomposition,N,58.6%,Hard,0.00%,
1184,Distance Between Bus Stops,/problems/distance-between-bus-stops,N,54.5%,Easy,0.00%,
1514,Path with Maximum Probability,/problems/path-with-maximum-probability,N,36.5%,Medium,0.00%,
1261,Find Elements in a Contaminated Binary Tree,/problems/find-elements-in-a-contaminated-binary-tree,N,74.3%,Medium,0.00%,
1346,Check If N and Its Double Exist,/problems/check-if-n-and-its-double-exist,N,37.9%,Easy,0.00%,
1388,Pizza With 3n Slices,/problems/pizza-with-3n-slices,N,44.7%,Hard,0.00%,
1377,Frog Position After T Seconds,/problems/frog-position-after-t-seconds,N,33.6%,Hard,0.00%,
1401,Circle and Rectangle Overlapping,/problems/circle-and-rectangle-overlapping,N,41.8%,Medium,0.00%,
1392,Longest Happy Prefix,/problems/longest-happy-prefix,N,40.1%,Hard,0.00%,
1414,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,/problems/find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k,N,63.2%,Medium,0.00%,
1422,Maximum Score After Splitting a String,/problems/maximum-score-after-splitting-a-string,N,54.7%,Easy,0.00%,
1449,Form Largest Integer With Digits That Add up to Target,/problems/form-largest-integer-with-digits-that-add-up-to-target,N,41.8%,Hard,0.00%,
1441,Build an Array With Stack Operations,/problems/build-an-array-with-stack-operations,N,68.7%,Easy,0.00%,
1452,People Whose List of Favorite Companies Is Not a Subset of Another List,/problems/people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,N,53.3%,Medium,0.00%,
1471,The k Strongest Values in an Array,/problems/the-k-strongest-values-in-an-array,N,57.0%,Medium,0.00%,
1494,Parallel Courses II,/problems/parallel-courses-ii,N,32.0%,Hard,0.00%,
1508,Range Sum of Sorted Subarray Sums,/problems/range-sum-of-sorted-subarray-sums,N,68.3%,Medium,0.00%,
1503,Last Moment Before All Ants Fall Out of a Plank,/problems/last-moment-before-all-ants-fall-out-of-a-plank,N,51.5%,Medium,0.00%,
1526,Minimum Number of Increments on Subarrays to Form a Target Array,/problems/minimum-number-of-increments-on-subarrays-to-form-a-target-array,N,57.7%,Hard,0.00%,
1513,Number of Substrings With Only 1s,/problems/number-of-substrings-with-only-1s,N,40.3%,Medium,0.00%,
1546,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,/problems/maximum-number-of-non-overlapping-subarrays-with-sum-equals-target,N,40.6%,Medium,0.00%,
1516,Move Sub-Tree of N-Ary Tree,/problems/move-sub-tree-of-n-ary-tree,N,60.1%,Hard,0.00%,
1544,Make The String Great,/problems/make-the-string-great,N,54.4%,Easy,0.00%,
1538,Guess the Majority in a Hidden Array,/problems/guess-the-majority-in-a-hidden-array,N,63.2%,Medium,0.00%,
1253,Reconstruct a 2-Row Binary Matrix,/problems/reconstruct-a-2-row-binary-matrix,N,43.8%,Medium,52.32%,
984,String Without AAA or BBB,/problems/string-without-aaa-or-bbb,N,37.7%,Medium,0.50%,
915,Partition Array into Disjoint Intervals,/problems/partition-array-into-disjoint-intervals,N,45.4%,Medium,0.37%,
1073,Adding Two Negabinary Numbers,/problems/adding-two-negabinary-numbers,N,34.2%,Medium,0.00%,
2087,Minimum Cost Homecoming of a Robot in a Grid,/problems/minimum-cost-homecoming-of-a-robot-in-a-grid,N,51.3%,Medium,100.00%,
511,Game Play Analysis I,/problems/game-play-analysis-i,N,78.4%,Easy,0.00%,
512,Game Play Analysis II,/problems/game-play-analysis-ii,Y,54.0%,Easy,0.00%,
534,Game Play Analysis III,/problems/game-play-analysis-iii,Y,82.3%,Medium,0.00%,
1097,Game Play Analysis V,/problems/game-play-analysis-v,Y,55.0%,Hard,0.00%,
927,Three Equal Parts,/problems/three-equal-parts,N,33.6%,Hard,0.00%,
2246,Longest Path With Different Adjacent Characters,/problems/longest-path-with-different-adjacent-characters,N,45.2%,Hard,38.63%,
